Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude
81,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 20,Baetica,2.0,,1,300,https://pleiades.stoa.org/places/383574,44.675532,8.470658
82,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,1.0,,-70,225,https://pleiades.stoa.org/places/383574,44.675532,8.470658
83,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150,-1,Dr 1,Tyrrhenian Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/383574,44.675532,8.470658
84,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150,-1,Dr 1B/C,Tyrrhenian Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/383574,44.675532,8.470658
85,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150,-1,Brindisi,Adriatic Italy,2.0,,-125,-25,https://pleiades.stoa.org/places/383574,44.675532,8.470658
86,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Lamb.2,Adriatic Italy,4.0,,-200,-25,https://pleiades.stoa.org/places/383574,44.675532,8.470658
87,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Lamb.2/Dr 6A,Adriatic Italy,8.0,,-200,50,https://pleiades.stoa.org/places/383574,44.675532,8.470658
88,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Dr 6A,Adriatic Italy,1.0,,-25,50,https://pleiades.stoa.org/places/383574,44.675532,8.470658
89,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Italian,Adriatic Italy,1.0,,1,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658
90,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_3,Gaul,2.0,,-30,100,https://pleiades.stoa.org/places/383574,44.675532,8.470658
91,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Gauloise 2/7/8/9,Gaul,1.0,,-40,27,https://pleiades.stoa.org/places/383574,44.675532,8.470658
92,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 7-11,Gaul,14.0,,-30,96,https://pleiades.stoa.org/places/383574,44.675532,8.470658
93,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Gauloise_2,Gaul,4.0,,1,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658
94,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 7-13,Baetica,2.0,,-30,150,https://pleiades.stoa.org/places/383574,44.675532,8.470658
95,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_6,Baetica,2.0,,1,125,https://pleiades.stoa.org/places/383574,44.675532,8.470658
96,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 20,Baetica,1.0,,1,300,https://pleiades.stoa.org/places/383574,44.675532,8.470658
97,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Baetican,Baetica,2.0,,1,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658
98,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_2,Tarraconesis,1.0,,-25,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658
99,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Dr 2-4_1,Africa,2.0,Casa delle Bestie Ferite,-25,100,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
100,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Aegean/Oriental,Aegean/Oriental,1.0,Casa delle Bestie Ferite,1,200,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
101,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Forlimpopoli,Adriatic Italy,3.0,Casa delle Bestie Ferite,-25,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
102,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Dr 20,Baetica,1.0,Casa delle Bestie Ferite,1,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
103,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Gauloise 4,Gaul,2.0,Casa delle Bestie Ferite,50,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
104,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Agora M254,Africa/Sicily,13.0,Casa delle Bestie Ferite,1,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
105,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Leptiminus 1,Africa,1.0,Casa delle Bestie Ferite,250,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
106,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI/LI,200,400,AfricanaI,Africa,11.0,Casa delle Bestie Ferite,150,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
107,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI/LI,200,400,AfricanaII,Africa,2.0,Casa delle Bestie Ferite,150,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
108,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI/LI,200,400,AfricanaIIA,Africa,8.0,Casa delle Bestie Ferite,150,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
109,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI/LI,200,400,AfricanaIIB,Africa,1.0,Casa delle Bestie Ferite,150,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
110,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI/LI,200,400,Hammamet 1E&2E,Africa,3.0,Casa delle Bestie Ferite,100,500,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
111,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,"Almagro 50, 51",Lusitania,2.0,Casa delle Bestie Ferite,200,600,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
112,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,spatheia,Africa,32.0,Casa delle Bestie Ferite,375,700,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
113,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 52,Calabria/Sicilia,7.0,Casa delle Bestie Ferite,350,700,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
114,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 27,Africa,1.0,Casa delle Bestie Ferite,350,500,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
115,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 25,Africa,72.0,Casa delle Bestie Ferite,300,450,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
116,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 59,Africa,3.0,Casa delle Bestie Ferite,375,450,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
117,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 35,Africa,7.0,Casa delle Bestie Ferite,400,500,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
118,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 36,Africa,1.0,Casa delle Bestie Ferite,375,500,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
119,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 62,Africa,1.0,Casa delle Bestie Ferite,475,625,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
120,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Keay 61,Africa,3.0,Casa delle Bestie Ferite,450,700,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
121,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,MR18/Dr 24,Pergamon,4.0,Casa delle Bestie Ferite,1,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
122,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,LRA1,Orient,52.0,Casa delle Bestie Ferite,250,650,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
123,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,LRA3,Anatolia,32.0,Casa delle Bestie Ferite,375,600,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
124,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,LRA4,Gaza,26.0,Casa delle Bestie Ferite,400,700,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
125,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,LRA5-6,Palestina,4.0,Casa delle Bestie Ferite,100,750,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
126,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Dr 30,Africa,2.0,Casa delle Bestie Ferite,200,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
127,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,AfricanaIIC,Africa,1.0,Casa delle Bestie Ferite,150,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
128,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,AfricanaIID,Africa,2.0,Casa delle Bestie Ferite,150,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
129,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Ostia IV 263,unknown,2.0,Casa delle Bestie Ferite,300,700,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
130,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,New Sidi Jidi,Africa,3.0,Casa delle Bestie Ferite,500,700,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
131,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Agora M273,Aegean/Oriental,3.0,Casa delle Bestie Ferite,300,500,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
132,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",LI,300,700,Samos Cistern Type,Samos/Anatolia,1.0,Casa delle Bestie Ferite,550,700,https://pleiades.stoa.org/places/187290,45.768945,13.3677735
