Site;Publication;Period;Lower_ context_date;Upper_context_date;Amphora_type;Provenance;Frequency;Notes;Amphora type lower date;Amphora type upper date
"Aquae Statiellae,  VIA AURELIANO
GALEAZZO, corso Cavour";"Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
";EI;1;200;Dr 2-3;Tarraconesis;1;;-25;200
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI;1;200;Dr 2-4;Africa;2;Casa delle Bestie Ferite;-25;100
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI;1;200;Aegean/Oriental;Aegean/Oriental;1;Casa delle Bestie Ferite;1;200
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI;1;200;Forlimpopoli;Adriatic Italy;3;Casa delle Bestie Ferite;-25;300
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI;1;200;Dr 20;Baetica;1;Casa delle Bestie Ferite;1;300
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI;1;200;Gauloise 4;Gaul;2;Casa delle Bestie Ferite;50;300
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI;1;200;Agora M254;Africa/Sicily;13;Casa delle Bestie Ferite;1;400
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI;1;200;Leptiminus 1;Africa;1;Casa delle Bestie Ferite;250;400
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI/LI;200;400;Africana I;Africa;11;Casa delle Bestie Ferite;150;400
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI/LI;200;400;Africana II;Africa;2;Casa delle Bestie Ferite;150;300
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI/LI;200;400;Africana IIA;Africa;8;Casa delle Bestie Ferite;150;300
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI/LI;200;400;Africana IIB;Africa;1;Casa delle Bestie Ferite;150;300
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;EI/LI;200;400;Hammamet 1E&2E;Africa;3;Casa delle Bestie Ferite;100;500
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Almagro 50, 51;Lusitania;2;Casa delle Bestie Ferite;200;600
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;spatheia;Africa;32;Casa delle Bestie Ferite;375;700
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 52;Calabria/Sicilia;7;Casa delle Bestie Ferite;350;700
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 27;Africa;1;Casa delle Bestie Ferite;350;500
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 25;Africa;72;Casa delle Bestie Ferite;300;450
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 59;Africa;3;Casa delle Bestie Ferite;375;450
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 35;Africa;7;Casa delle Bestie Ferite;400;500
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 36;Africa;1;Casa delle Bestie Ferite;375;500
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 62;Africa;1;Casa delle Bestie Ferite;475;625
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Keay 61;Africa;3;Casa delle Bestie Ferite;450;700
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;MR18/Dr 24;Pergamon;4;Casa delle Bestie Ferite;1;300
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;LRA1;Orient;52;Casa delle Bestie Ferite;250;650
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;LRA3;Anatolia;32;Casa delle Bestie Ferite;375;600
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;LRA4;Gaza;26;Casa delle Bestie Ferite;400;700
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;LRA5-6;Palestina;4;Casa delle Bestie Ferite;100;750
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Dr 30;Africa;2;Casa delle Bestie Ferite;200;400
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Africana IIC;Africa;1;Casa delle Bestie Ferite;150;400
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Africana IID;Africa;2;Casa delle Bestie Ferite;150;400
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Ostia IV 263;unknown;2;Casa delle Bestie Ferite;300;700
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;New Sidi Jidi;Africa;3;Casa delle Bestie Ferite;500;700
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Agora M273;Aegean/Oriental;3;Casa delle Bestie Ferite;300;500
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LI;300;700;Samos Cistern Type;Samos/Anatolia;1;Casa delle Bestie Ferite;550;700
Aquileia;M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.;LR;-150;-1;Dr 1;Tyrrhenian Italy;1;Casa delle Bestie Ferite;-150;-50
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Keay 52;Calabria/Sicilia;39;6th-7th c, AD;350;700
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Africana IB;Africa;1;6th-7th c, AD;150;300
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Africana IID;Africa;1;6th-7th c, AD;150;400
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;spatheia;Africa;22;6th-7th c, AD;375;700
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Keay 55;Africa;1;6th-7th c, AD;475;550
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Keay 25Q;Africa;1;6th-7th c, AD;300;450
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Keay 25S;Africa;2;6th-7th c, AD;300;450
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Cilindrici;Africa;13;6th-7th c, AD;500;700
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;MR 1;Tripolitania;1;6th-7th c, AD;500;700
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;LRA1;Orient;5;6th-7th c, AD;250;650
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;LRA2;Orient;1;6th-7th c, AD;325;650
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;LRA3;Anatolia;5;6th-7th c, AD;375;600
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;LRA4;Orient;12;6th-7th c, AD;400;700
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;LRA5;Orient;3;6th-7th c, AD;100;750
Basilica Hilariana;"Vatta G., “Celio. Basilica Hilariana: scavi 1997”, in L. Paroli, L. Vendittelli (a cura di), Roma dall’antichità al medioevo II. Contesti tardoantichi e altomedievali, Roma 2004, pp. 458-476
";LI;500;700;Dr 23;Baetica;1;6th-7th c, AD;250;525
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Empoli;Tyrrhenian Italy;21;5th c. AD;150;450
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Keay 52;Calabria/Sicilia;192;5th c. AD;350;700
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Sicilia (Ostia I 453, Crypta Balbi 2);Sicilia;14;5th c. AD;400;700
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Ostia IV 166;S Italy;3;5th c. AD;400;500
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Almagro 51 A-B;Lusitania;19;5th c. AD;200;600
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Almagro 51C;Lusitania;31;5th c. AD;200;500
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Dr 23;Baetica;10;5th c. AD;250;525
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Keay 25;Africa;48;5th c. AD;300;450
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;spatheia;Africa;192;5th c. AD;375;700
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Dressel 30;Africa;15;5th c. AD;200;400
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Keay 36A;Africa;46;5th c. AD;375;500
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Africana I;Africa;20;5th c. AD;150;400
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Keay 3/Africana !;Africa;4;5th c. AD;100;400
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Africana II;Africa;16;5th c. AD;150;300
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Kapitan 2;Aegean/Oriental;2;5th c. AD;175;400
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;LRA2;Aegean;3;5th c. AD;325;650
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;LRA3;Anatolia;10;5th c. AD;375;600
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;Adamscheck RC 22;Aegean/Oriental;1;5th c. AD;400;600
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;LRA4/5;Orient;21;5th c. AD;100;750
Basilica Hilariana;Materiali di V secolo dalla Basilica Hilariana sul Celio, in LRCW3, BAR Int.Ser., 2185 (I), 2010, pp. 433-445;LI;400;500;LRA1;Orient;20;5th c. AD;250;650
Boccone del Povero;T. Bertoldi 2011, Ceramiche comuni dal suburbio di Roma, Roma;EI;1;200;Dr 2-4;Tyrrhenian Italy;16;;-70;225
Boccone del Povero;T. Bertoldi 2011, Ceramiche comuni dal suburbio di Roma, Roma;EI;1;200;Dr 2-4;Italy;9;;-70;225
Boccone del Povero;T. Bertoldi 2011, Ceramiche comuni dal suburbio di Roma, Roma;EI;1;200;Spello/Ostia II 521/ III 369-370;Italy - Tiber Valley;26;;50;200
Boccone del Povero;T. Bertoldi 2011, Ceramiche comuni dal suburbio di Roma, Roma;EI;1;200;Dr 2-4;Tarraconesis;7;;-25;200
Boccone del Povero;T. Bertoldi 2011, Ceramiche comuni dal suburbio di Roma, Roma;EI;1;200;Dr 20;Baetica;4;;1;300
