,Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
56,56,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Agora G199/Schoene-Mau 27/28,Cyprus/Cilicia,2.0,,79,310,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Agora G199/Schoene-Mau 27/28,Agora G199/Schoene-Mau 27/28,,wine,"Panella, Rizzo 2014, 90, tab. 7, visible pitched lining, production in the wine making areas"
57,57,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Gauloise 4,Gaul,1.0,,50,300,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Gauloise 4,Gauloise 4,,wine,
58,58,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Adriatic_1,Adriatic Italy,62.0,,100,200,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Adriatic,Adriatic,,unknown,
59,59,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Forlimpopoli,Adriatic Italy,16.0,,-25,300,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Forlimpopoli,Forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed"
60,60,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Dr 6B,Adriatic Italy,197.0,,1,150,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Dr 6B,Dr 6B,,olive oil,
61,61,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Dr 7-11,Baetica,14.0,,-30,96,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Dr 7-11,Dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
62,62,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Dr 20,Baetica,1.0,,1,300,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Dr 20,Dr 20,,olive oil,
63,63,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Dr 25,S Italy/Eastern Mediterranean,9.0,,-25,100,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Dr 25,Dr 25,,unknown,
64,64,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,collo ad imbuto,Adriatic Italy,9.0,,1,250,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,collo ad imbuto,collo ad imbuto,,unknown,
65,65,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Brindisi,Adriatic Italy,8.0,,-125,-25,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Brindisi,Brindisi,merge with Ovoide di Brindisi,olive oil,
66,66,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,North-Italian,North-Italy,1.0,,1,200,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,North-Italian,North-Italian,,unknown,
67,67,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1,200,Schörgendorfer 558,N Adriatic Italy,3.0,,1,200,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Schörgendorfer 558,Schörgendorfer 558,,olives,
68,68,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI/LI,200,400,Africana_3,Africa,2.0,,200,400,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Africana,Africana,merge with African,unknown,
69,69,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300,700,spatheia,Africa,2.0,,375,700,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,spatheia,spatheia,,unknown,
70,70,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300,700,LRA3,Anatolia,1.0,,375,600,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,LRA3,LRA3,,wine,"the same as predecessor, Agora F65-66"
71,71,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300,700,Almagro 50,Lusitania,1.0,,200,500,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Almagro 50,Almagro 50,,fish sauce,
72,72,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR,-150,-1,Greco-Ital,Tyrrhenian Italy,1.0,,-350,-150,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Greco-Ital,Greco-Ital,,wine,
73,73,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR,-150,-1,Dr 1,Tyrrhenian Italy,4.0,,-150,-50,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Dr 1,Dr 1,,wine,
74,74,Altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR/EI,-100,50,Lamb.2,Adriatic Italy,46.0,,-200,-25,https://pleiades.stoa.org/places/197110,45.956108,18.683919,Altinum,Altinum,urban,,Lamb.2,Lamb.2,,wine,evidence from Marague des Giennes
75,75,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LI,300,700,AfricanaIIIB,Africa,1.0,,275,400,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso",Aquae Statiellae,urban,,AfricanaIIIB,AfricanaIIIB,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
76,76,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Dr 6B,Adriatic Italy,1.0,,1,150,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso",Aquae Statiellae,urban,,Dr 6B,Dr 6B,,olive oil,
77,77,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,1.0,,-70,225,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso",Aquae Statiellae,urban,,Dr 2-4,Dr 2-4,,wine,
78,78,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Lamb.2,Adriatic Italy,1.0,,-200,-25,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso",Aquae Statiellae,urban,,Lamb.2,Lamb.2,,wine,evidence from Marague des Giennes
79,79,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Adriatic,Adriatic Italy,2.0,,1,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso",Aquae Statiellae,urban,,Adriatic,Adriatic,,unknown,
80,80,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_2,Tarraconesis,1.0,,-25,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso",Aquae Statiellae,urban,,Dr 2-4,Dr 2-4,,wine,
81,81,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 20,Baetica,2.0,,1,300,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  corso Cavour, Albergo Bue Rosso",Aquae Statiellae,urban,,Dr 20,Dr 20,,olive oil,
82,82,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,1.0,,-70,225,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 2-4,Dr 2-4,,wine,
83,83,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150,-1,Dr 1,Tyrrhenian Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 1,Dr 1,,wine,
84,84,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150,-1,Dr 1B/C,Tyrrhenian Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 1B/C,Dr 1B/C,,wine,
85,85,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150,-1,Brindisi,Adriatic Italy,2.0,,-125,-25,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Brindisi,Brindisi,merge with Ovoide di Brindisi,olive oil,
86,86,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Lamb.2,Adriatic Italy,4.0,,-200,-25,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Lamb.2,Lamb.2,,wine,evidence from Marague des Giennes
87,87,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Lamb.2/Dr 6A,Adriatic Italy,8.0,,-200,50,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Lamb.2/Dr 6A,Lamb.2/Dr 6A,,wine,
88,88,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100,50,Dr 6A,Adriatic Italy,1.0,,-25,50,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 6A,Dr 6A,,wine,
89,89,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Italian,Adriatic Italy,1.0,,1,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Italian,Italian,,unknown,
90,90,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_3,Gaul,2.0,,-30,100,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 2-4,Dr 2-4,,wine,
91,91,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Gauloise 2/7/8/9,Gaul,1.0,,-40,27,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Gauloise 2/7/8/9,Gauloise 2/7/8/9,,wine,
92,92,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 7-11,Gaul,14.0,,-30,96,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 7-11,Dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
93,93,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Gauloise_2,Gaul,4.0,,1,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Gauloise,Gauloise,,wine,
94,94,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 7-13,Baetica,2.0,,-30,150,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 7-13,Dr 7-13,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
95,95,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_6,Baetica,2.0,,1,125,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 2-4,Dr 2-4,,wine,
96,96,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 20,Baetica,1.0,,1,300,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 20,Dr 20,,olive oil,
97,97,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Baetican,Baetica,2.0,,1,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Baetican,Baetican,,unknown,
98,98,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1,200,Dr 2-4_2,Tarraconesis,1.0,,-25,200,https://pleiades.stoa.org/places/383574,44.675532,8.470658,"Aquae Statiellae,  VIA AURELIANO GALEAZZO, corso Cavour",Aquae Statiellae,urban,,Dr 2-4,Dr 2-4,,wine,
99,99,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Dr 2-4_1,Africa,2.0,Casa delle Bestie Ferite,-25,100,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,Aquileia,Aquileia,urban/harbour,,Dr 2-4,Dr 2-4,,wine,
100,100,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Aegean/Oriental,Aegean/Oriental,1.0,Casa delle Bestie Ferite,1,200,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,Aquileia,Aquileia,urban/harbour,,Aegean/Oriental,Aegean/Oriental,,unknown,
101,101,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Forlimpopoli,Adriatic Italy,3.0,Casa delle Bestie Ferite,-25,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,Aquileia,Aquileia,urban/harbour,,Forlimpopoli,Forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed"
102,102,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Dr 20,Baetica,1.0,Casa delle Bestie Ferite,1,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,Aquileia,Aquileia,urban/harbour,,Dr 20,Dr 20,,olive oil,
103,103,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Gauloise 4,Gaul,2.0,Casa delle Bestie Ferite,50,300,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,Aquileia,Aquileia,urban/harbour,,Gauloise 4,Gauloise 4,,wine,
104,104,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Agora M254,Africa/Sicily,13.0,Casa delle Bestie Ferite,1,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,Aquileia,Aquileia,urban/harbour,,Agora M254,Agora M254,,wine,
105,105,Aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1,200,Leptiminus 1,Africa,1.0,Casa delle Bestie Ferite,250,400,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,Aquileia,Aquileia,urban/harbour,,Leptiminus 1,Leptiminus 1,,fish sauce,
