,site_number,RAAD_type_number,RAAD_form,origin,contents,southampton_type_number,frequency,origin_h1,origin_h2,raad_type_start_date,raad_type_end_date,site_name_modern,site_name_acient,modern_country,roman_province,pleiades,dare,vici,lat,long,major_site_type,minor_site_type,site_start_date,site_end_date,quantification_method,quantification_abbreviation,total_assemblage_size,reference
61,9,199,dressel 28,iberian peninsula guadalquivir,wine,87,26,iberianpeninsula,guadalquivir,15.0,200.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
62,9,211,keay 23,iberian peninsula lusitania,unknown,,11,iberianpeninsula,lusitania,300.0,450.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
63,9,220,haltern 70,iberian peninsula marismas,defrutum or olives,127,97,iberianpeninsula,marismas,-80.0,200.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
64,9,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,271,iberianpeninsula,south,10.0,150.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
65,9,225,beltran iib,iberian peninsula south,fish sauce,44,1,iberianpeninsula,south,15.0,150.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
66,9,230,dressel 12,iberian peninsula south,fish sauce,64,1,iberianpeninsula,south,-50.0,200.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
67,9,231,dressel 14,iberian peninsula south,fish sauce,64,2,iberianpeninsula,south,-50.0,200.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
68,9,240,dressel 8,iberian peninsula south,fish sauce,98,25,iberianpeninsula,south,-15.0,75.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
69,9,242,dressel 9,iberian peninsula south,fish sauce,99,90,iberianpeninsula,south,1.0,75.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
70,9,248,pompeii vii vindonissa 586,iberian peninsula south,fish sauce,98,152,iberianpeninsula,south,-15.0,75.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
71,9,249,unknown,iberian peninsula south,unknown,,17,iberianpeninsula,south,,,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
72,9,256,dressel 24,iberian peninsula tarraconensis,wine,72,21,iberianpeninsula,tarraconensis,-30.0,150.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
73,9,258,oberaden 74,iberian peninsula tarraconensis,wine,,2,iberianpeninsula,tarraconensis,-20.0,37.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
74,9,259,pascual 1,iberian peninsula tarraconensis,wine,185,17,iberianpeninsula,tarraconensis,-50.0,100.0,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
75,9,265,dressel 24,unknown,wine,,22,unknown,,,,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
76,9,267,unknown,unknown,unknown,,32,unknown,,,,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
77,9,268,augst 30,unknown iberian peninsula,,,77,unknowniberianpeninsula,,,,augst,augusta raurica,switzerland,germania superior,177494.0,,,47.533512464,7.716279517,settlement military,colonia limitanei,-10,450,total sherds,total,5633,martinkilcher s 1987 die rˆmischen amphoren aus augst und kaiseraugst ein beitrag zur rˆmischen handels und kulturgeschichte vol i die sudspanischen lamphoren gruppe 1 forschungen in augst bd 71 augst martinkilcher s 1994 die rˆmi
78,4,7,dressel 24,em,wine,74,2,em,,-100.0,200.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
79,4,52,gauloise 4 pelichet 47,gaul,wine,116,23,gaul,,50.0,300.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
80,4,72,dressel 9 sim,gaul lyon,fish sauce,100,2,gaul,lyon,1.0,100.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
81,4,81,lyon 4augst 17,gaul lyon,fish sauce or defrutum,31,8,gaul,lyon,1.0,200.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
82,4,85,unknown,gaul lyon,unknown,,3,gaul,lyon,,,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
83,4,105,dressel 20 sim,germania rhineland,unknown,,59,germania,rhineland,150.0,250.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
84,4,106,flat bottom niederbieber 7475,germania rhineland,unknown,,27,germania,rhineland,100.0,250.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
85,4,153,camulodunum 139,italy campania,wine,49,1,italy,campania,-50.0,100.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
86,4,175,dressel 30 keay 1b,north africa,wine,90,1,northafrica,,275.0,400.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
87,4,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,206,iberianpeninsula,guadalquivir,15.0,265.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
88,4,198,dressel 23,iberian peninsula guadalquivir,olive oil,84,3,iberianpeninsula,guadalquivir,260.0,550.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
89,4,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,3,iberianpeninsula,south,10.0,150.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
90,4,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",2,iberianpeninsula,south,-30.0,75.0,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
91,4,267,unknown,unknown,unknown,,2,unknown,,,,alzey,altiaia,germany,germania superior,108736.0,,,49.743051605,8.114029556,settlement,vicus,1,400,maximum number of individuals,max,342,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
92,11,7,dressel 24,em,wine,74,1,em,,-100.0,200.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
93,11,11,kapitan 2,em,wine,134,2,em,,200.0,400.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
94,11,13,late roman amphora 1,em,unknown,160,1,em,,250.0,650.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
95,11,34,unknown,em unknown,unknown,,5,em,unknown,,,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
96,11,35,chalk 6 augst 53,em,unknown,54,6,em,,200.0,400.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
97,11,52,gauloise 4 pelichet 47,gaul,wine,116,56,gaul,,50.0,300.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
98,11,81,lyon 4augst 17,gaul lyon,fish sauce or defrutum,31,3,gaul,lyon,1.0,200.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
99,11,85,unknown,gaul lyon,unknown,,1,gaul,lyon,,,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
100,11,105,dressel 20 sim,germania rhineland,unknown,,14,germania,rhineland,150.0,250.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
